,index,doc_id,token,token_order,lemma,ent_type,tag,dep,pos,is_stop,is_alpha,is_digit,is_punct,syllables,syllables_count,frec,ncategorias
63,14,4,es,14,ser,,AUX,cop,AUX,True,True,False,False,['es'],1.0,33839,3
64,15,4,joven,15,joven,,ADJ,conj,ADJ,False,True,False,False,"['jo', 'ven']",2.0,1130,4
65,0,5,no,0,no,,ADV,advmod,ADV,True,True,False,False,['no'],1.0,55524,3
66,1,5,sé,1,saber,,VERB,ROOT,VERB,True,True,False,False,['sé'],1.0,1625,2
67,2,5,si,2,si,,SCONJ,mark,SCONJ,True,True,False,False,['si'],1.0,10060,3
68,3,5,usted,3,usted,,PRON,nsubj,PRON,True,True,False,False,"['us', 'ted']",2.0,2374,2
69,4,5,tiene,4,tener,,VERB,ccomp,VERB,True,True,False,False,"['tie', 'ne']",2.0,4715,2
70,5,5,treinta,5,treinta,,NUM,obj,NUM,False,True,False,False,"['trein', 'ta']",2.0,477,2
71,6,5,o,6,o,,CCONJ,cc,CCONJ,False,True,False,False,['o'],1.0,18470,3
72,7,5,cuarenta,7,cuarenta,,NUM,nummod,NUM,False,True,False,False,"['cua', 'ren', 'ta']",3.0,349,3
73,8,5,años,8,año,,NOUN,conj,NOUN,False,True,False,False,['años'],1.0,6583,3
74,10,5,no,10,no,,ADV,advmod,ADV,True,True,False,False,['no'],1.0,55524,3
75,11,5,importa,11,importar,,VERB,ccomp,VERB,False,True,False,False,"['im', 'por', 'ta']",3.0,380,2
76,0,6,claro,0,claro,,ADV,advmod,ADV,True,True,False,False,"['cla', 'ro']",2.0,1500,5
77,1,6,que,1,que,,SCONJ,mark,SCONJ,True,True,False,False,['que'],1.0,153240,5
78,2,6,usted,2,usted,,PRON,nsubj,PRON,True,True,False,False,"['us', 'ted']",2.0,2374,2
79,3,6,tiene,3,tener,,VERB,ROOT,VERB,True,True,False,False,"['tie', 'ne']",2.0,4715,2
80,4,6,motivos,4,motivo,,NOUN,obj,NOUN,False,True,False,False,"['mo', 'ti', 'vos']",3.0,273,2
81,5,6,para,5,para,,ADP,mark,ADP,True,True,False,False,"['pa', 'ra']",2.0,27656,8
82,6,6,creer,6,creer,,VERB,acl,VERB,False,True,False,False,['creer'],1.0,351,1
83,7,6,en,7,en,,ADP,case,ADP,True,True,False,False,['en'],1.0,116349,3
84,8,6,lo,8,él,,PRON,det,PRON,True,True,False,False,['lo'],1.0,31492,6
85,9,6,extraordinario,9,extraordinario,,ADJ,obj,ADJ,False,True,False,False,"['ex', 'tra', 'or', 'di', 'na', 'rio']",6.0,131,3
86,10,6,suyo,10,suyo,,DET,det,DET,True,True,False,False,"['su', 'yo']",2.0,506,2
87,0,7,está,0,estar,PER,AUX,cop,AUX,True,True,False,False,"['es', 'tá']",2.0,6105,4
88,1,7,atado,1,atado,,ADJ,ROOT,ADJ,False,True,False,False,"['ata', 'do']",2.0,50,3
89,2,7,a,2,a,,ADP,case,ADP,False,True,False,False,['a'],1.0,91360,3
90,3,7,cosas,3,cosa,,NOUN,obj,NOUN,True,True,False,False,"['co', 'sas']",2.0,2741,3
91,4,7,miserables,4,miserable,,ADJ,amod,ADJ,False,True,False,False,"['mi', 'se', 'ra', 'bles']",4.0,43,1
92,5,7,y,5,y,,CCONJ,cc,CCONJ,False,True,False,False,['y'],1.0,140472,3
93,6,7,son,6,ser,,AUX,cop,AUX,True,True,False,False,['son'],1.0,7473,5
94,7,7,las,7,el,,DET,det,DET,True,True,False,False,['las'],1.0,53845,5
95,8,7,cosas,8,cosa,,NOUN,conj,NOUN,True,True,False,False,"['co', 'sas']",2.0,2741,3
96,9,7,las,9,el,,DET,det,DET,True,True,False,False,['las'],1.0,53845,5
97,10,7,que,10,que,,PRON,nsubj,PRON,True,True,False,False,['que'],1.0,153240,5
98,11,7,lo,11,él,,PRON,obj,PRON,True,True,False,False,['lo'],1.0,31492,6
99,12,7,arrastran,12,arrastrar,,VERB,csubj,VERB,False,True,False,False,"['arras', 'tran']",2.0,29,1
100,0,8,la,0,el,,DET,det,DET,True,True,False,False,['la'],1.0,192562,6
101,1,8,música,1,música,,NOUN,nsubj,NOUN,False,True,False,False,"['mú', 'si', 'ca']",3.0,596,3
102,2,8,era,2,ser,,AUX,cop,AUX,True,True,False,False,['era'],1.0,11342,6
103,3,8,poco,3,poco,,ADV,advmod,ADV,True,True,False,False,"['po', 'co']",2.0,3249,4
104,4,8,fuerte,4,fuerte,,ADJ,ROOT,ADJ,False,True,False,False,"['fuer', 'te']",2.0,708,4
105,6,8,alguien,6,alguien,,PRON,nsubj,PRON,False,True,False,False,"['al', 'guien']",2.0,1235,3
106,7,8,cantaba,7,cantar,,VERB,advcl,VERB,False,True,False,False,"['can', 'ta', 'ba']",3.0,72,1
107,8,8,dulcemente,8,dulcemente,,ADV,advmod,ADV,False,True,False,False,"['dul', 'ce', 'men', 'te']",4.0,29,1
108,9,8,en,9,en,,ADP,case,ADP,True,True,False,False,['en'],1.0,116349,3
109,10,8,el,10,el,,DET,det,DET,True,True,False,False,['el'],1.0,139638,3
110,11,8,interior,11,interior,,NOUN,obl,NOUN,False,True,False,False,"['in', 'te', 'rior']",3.0,1011,3
111,12,8,de,12,de,,ADP,case,ADP,True,True,False,False,['de'],1.0,264834,4
112,13,8,grandes,13,grande,,ADJ,amod,ADJ,True,True,False,False,"['gran', 'des']",2.0,1655,4
113,14,8,pausas,14,pausa,,NOUN,nmod,NOUN,False,True,False,False,"['pau', 'sas']",2.0,18,3
114,0,9,no,0,no,,ADV,advmod,ADV,True,True,False,False,['no'],1.0,55524,3
115,1,9,había,1,haber,,AUX,ROOT,AUX,True,True,False,False,"['ha', 'bía']",2.0,10956,2
116,2,9,ya,2,ya,,ADV,advmod,ADV,True,True,False,False,['ya'],1.0,9906,3
117,3,9,experiencias,3,experiencia,,NOUN,obj,NOUN,False,True,False,False,"['ex', 'pe', 'rien', 'cias']",4.0,228,1
118,5,9,nada,5,nada,,NOUN,advmod,NOUN,True,True,False,False,"['na', 'da']",2.0,3806,6
119,6,9,más,6,más,,ADV,fixed,ADV,True,True,False,False,['más'],1.0,20040,4
120,7,9,que,7,que,,SCONJ,fixed,SCONJ,True,True,False,False,['que'],1.0,153240,5
121,8,9,costumbre,8,costumbre,,NOUN,fixed,NOUN,False,True,False,False,"['cos', 'tum', 'bre']",3.0,238,1
122,9,9,y,9,y,,CCONJ,cc,CCONJ,False,True,False,False,['y'],1.0,140472,3
123,10,9,repeticiones,10,repetición,,NOUN,conj,NOUN,False,True,False,False,"['re', 'pe', 'ti', 'cio', 'nes']",5.0,22,1
124,0,10,ausente,0,ausente,,ADV,advmod,ADV,False,True,False,False,"['au', 'sen', 'te']",3.0,99,4
125,1,10,y,1,y,,CCONJ,cc,CCONJ,False,True,False,False,['y'],1.0,140472,3
126,2,10,perdida,2,perdido,,ADJ,conj,ADJ,False,True,False,False,"['per', 'di', 'da']",3.0,185,2
127,3,10,para,3,para,,ADP,case,ADP,True,True,False,False,"['pa', 'ra']",2.0,27656,8
128,4,10,siempre,4,siempre,,ADV,advmod,ADV,True,True,False,False,"['siem', 'pre']",2.0,4841,3
129,6,10,podía,6,poder,,AUX,aux,AUX,False,True,False,False,"['po', 'día']",2.0,1956,2
130,7,10,conservarse,7,conservar él,,VERB,ROOT,VERB,False,True,False,False,"['con', 'ser', 'var', 'se']",4.0,5,1
131,8,10,viviente,8,viviente,,ADV,advmod,ADV,False,True,False,False,"['vi', 'vien', 'te']",3.0,39,1
132,9,10,e,9,e,,CCONJ,cc,CCONJ,False,True,False,False,['e'],1.0,3300,3
133,10,10,intacta,10,intacto,,ADJ,conj,ADJ,False,True,False,False,"['in', 'tac', 'ta']",3.0,40,2
134,0,11,todo,0,todo,,DET,det,DET,True,True,False,False,"['to', 'do']",2.0,7722,5
135,1,11,el,1,el,,DET,det,DET,True,True,False,False,['el'],1.0,139638,3
136,2,11,tiempo,2,tiempo,,NOUN,nsubj,NOUN,True,True,False,False,"['tiem', 'po']",2.0,4167,3
137,3,11,pensando,3,pensar,,VERB,ROOT,VERB,False,True,False,False,"['pen', 'san', 'do']",3.0,339,2
138,4,11,en,4,en,,ADP,case,ADP,True,True,False,False,['en'],1.0,116349,3
139,5,11,bob,5,Bob,PER,PROPN,obj,PROPN,False,True,False,False,['bob'],1.0,7,1
140,7,11,en,7,en,,ADP,case,ADP,True,True,False,False,['en'],1.0,116349,3
141,8,11,su,8,su,,DET,det,DET,True,True,False,False,['su'],1.0,39544,3
142,9,11,pureza,9,pureza,,NOUN,obl,NOUN,False,True,False,False,"['pu', 're', 'za']",3.0,57,2
143,11,11,su,11,su,,DET,det,DET,True,True,False,False,['su'],1.0,39544,3
144,12,11,fe,12,fe,,NOUN,appos,NOUN,False,True,False,False,['fe'],1.0,311,2
145,14,11,en,14,en,,ADP,case,ADP,True,True,False,False,['en'],1.0,116349,3
146,15,11,la,15,el,,DET,det,DET,True,True,False,False,['la'],1.0,192562,6
147,16,11,audacia,16,audacia,,NOUN,obl,NOUN,False,True,False,False,"['au', 'da', 'cia']",3.0,48,1
148,17,11,de,17,de,,ADP,case,ADP,True,True,False,False,['de'],1.0,264834,4
149,18,11,sus,18,su,,DET,det,DET,True,True,False,False,['sus'],1.0,16997,3
150,19,11,pasados,19,pasado,,ADJ,amod,ADJ,False,True,False,False,"['pa', 'sa', 'dos']",3.0,103,3
151,20,11,sueños,20,sueño,,NOUN,nmod,NOUN,False,True,False,False,"['sue', 'ños']",2.0,283,2
152,0,12,nadie,0,nadie,,PRON,nsubj,PRON,True,True,False,False,"['na', 'die']",2.0,2471,3
153,1,12,amó,1,amar,,VERB,ROOT,VERB,False,True,False,False,['amó'],1.0,14,1
154,2,12,a,2,a,,ADP,case,ADP,False,True,False,False,['a'],1.0,91360,3
155,3,12,mujer,3,mujer,,NOUN,iobj,NOUN,False,True,False,False,"['mu', 'jer']",2.0,2765,3
156,4,12,alguna,4,alguno,,DET,obj,DET,True,True,False,False,"['al', 'gu', 'na']",3.0,1497,4
157,5,12,con,5,con,,ADP,case,ADP,True,True,False,False,['con'],1.0,47188,3
158,6,12,la,6,el,,DET,det,DET,True,True,False,False,['la'],1.0,192562,6
159,7,12,fuerza,7,fuerza,,NOUN,obl,NOUN,False,True,False,False,"['fuer', 'za']",2.0,939,4
160,8,12,con,8,con,,ADP,case,ADP,True,True,False,False,['con'],1.0,47188,3
161,9,12,que,9,que,,PRON,obl,PRON,True,True,False,False,['que'],1.0,153240,5
162,10,12,yo,10,yo,,PRON,nsubj,PRON,True,True,False,False,['yo'],1.0,7920,3
163,11,12,amo,11,amar,,VERB,advcl,VERB,False,True,False,False,['amo'],1.0,123,3
164,12,12,su,12,su,,DET,det,DET,True,True,False,False,['su'],1.0,39544,3
165,13,12,ruindad,13,ruindad,,NOUN,obj,NOUN,False,True,False,False,"['ruin', 'dad']",2.0,8,1
166,0,13,es,0,ser,,AUX,cop,AUX,True,True,False,False,['es'],1.0,33839,3
167,1,13,todavía,1,todavía,,ADV,advmod,ADV,True,True,False,False,"['to', 'da', 'vía']",3.0,1974,3
168,2,13,un,2,uno,,DET,det,DET,True,True,False,False,['un'],1.0,62236,4
169,3,13,recién,3,recién,,ADV,advmod,ADV,False,True,False,False,"['re', 'cién']",2.0,468,2
170,4,13,llegado,4,llegado,,ADJ,ROOT,ADJ,False,True,False,False,"['lle', 'ga', 'do']",3.0,860,2
171,5,13,y,5,y,,CCONJ,cc,CCONJ,False,True,False,False,['y'],1.0,140472,3
172,6,13,de,6,de,,ADP,advmod,ADP,True,True,False,False,['de'],1.0,264834,4
173,7,13,vez,7,vez,,NOUN,fixed,NOUN,True,True,False,False,['vez'],1.0,4171,2
174,8,13,en,8,en,,ADP,fixed,ADP,True,True,False,False,['en'],1.0,116349,3
175,9,13,cuando,9,cuando,,PRON,fixed,PRON,True,True,False,False,"['cuan', 'do']",2.0,10076,5
176,10,13,sufre,10,sufrir,,VERB,conj,VERB,False,True,False,False,"['su', 'fre']",2.0,149,2
177,11,13,sus,11,su,,DET,det,DET,True,True,False,False,['sus'],1.0,16997,3
178,12,13,crisis,12,crisis,,NOUN,nsubj,NOUN,False,True,False,False,"['cri', 'sis']",2.0,768,2
179,13,13,de,13,de,,ADP,case,ADP,True,True,False,False,['de'],1.0,264834,4
180,14,13,nostalgia,14,nostalgia,,NOUN,nmod,NOUN,False,True,False,False,"['nos', 'tal', 'gia']",3.0,153,1
181,0,14,en,0,en,,ADP,case,ADP,True,True,False,False,['en'],1.0,116349,3
182,1,14,el,1,el,,DET,det,DET,True,True,False,False,['el'],1.0,139638,3
183,2,14,fondo,2,fondo,,NOUN,obl,NOUN,False,True,False,False,"['fon', 'do']",2.0,1011,2
184,3,14,sé,3,saber,,VERB,ROOT,VERB,True,True,False,False,['sé'],1.0,1625,2
185,4,14,que,4,que,,SCONJ,mark,SCONJ,True,True,False,False,['que'],1.0,153240,5
186,5,14,no,5,no,,ADV,advmod,ADV,True,True,False,False,['no'],1.0,55524,3
187,6,14,se,6,él,,PRON,obj,PRON,True,True,False,False,['se'],1.0,68473,3
188,7,14,irá,7,ir,,VERB,ccomp,VERB,False,True,False,False,['irá'],1.0,86,1
189,8,14,nunca,8,nunca,,ADV,advmod,ADV,True,True,False,False,"['nun', 'ca']",2.0,3230,3
190,9,14,porque,9,porque,,SCONJ,mark,SCONJ,True,True,False,False,"['por', 'que']",2.0,7519,3
191,10,14,no,10,no,,ADV,advmod,ADV,True,True,False,False,['no'],1.0,55524,3
192,11,14,tiene,11,tener,,VERB,advcl,VERB,True,True,False,False,"['tie', 'ne']",2.0,4715,2
193,12,14,sitio,12,sitio,,NOUN,obj,NOUN,False,True,False,False,"['si', 'tio']",2.0,518,4
194,13,14,donde,13,donde,,PRON,obl,PRON,True,True,False,False,"['don', 'de']",2.0,4148,5
195,14,14,ir,14,ir,,VERB,acl,VERB,True,True,False,False,['ir'],1.0,1068,3
196,0,15,dejé,0,dejar,,VERB,ROOT,VERB,False,True,False,False,"['de', 'jé']",2.0,103,2
197,1,15,mi,1,mi,,DET,det,DET,True,True,False,False,['mi'],1.0,9450,4
198,2,15,bicicleta,2,bicicleta,,NOUN,obj,NOUN,False,True,False,False,"['bi', 'ci', 'cle', 'ta']",4.0,67,2
199,3,15,contra,3,contra,,ADP,case,ADP,True,True,False,False,['contra'],1.0,2925,4
200,4,15,las,4,el,,DET,det,DET,True,True,False,False,['las'],1.0,53845,5
201,5,15,rejas,5,reja,,NOUN,obl,NOUN,False,True,False,False,"['re', 'jas']",2.0,23,1
202,6,15,y,6,y,,CCONJ,cc,CCONJ,False,True,False,False,['y'],1.0,140472,3
203,7,15,fui,7,ir,,AUX,aux,AUX,True,True,False,False,['fui'],1.0,381,3
204,8,15,a,8,a,,ADP,mark,ADP,False,True,False,False,['a'],1.0,91360,3
205,9,15,ver,9,ver,,VERB,conj,VERB,True,True,False,False,['ver'],1.0,2543,4
206,10,15,los,10,el,,DET,det,DET,True,True,False,False,['los'],1.0,83522,6
207,11,15,tulipanes,11,tulipán,,NOUN,obj,NOUN,False,True,False,False,"['tu', 'li', 'pa', 'nes']",4.0,9,2
208,0,16,me,0,yo,,PRON,obj,PRON,True,True,False,False,['me'],1.0,18437,3
209,1,16,quedé,1,quedar,,VERB,ROOT,VERB,False,True,False,False,"['que', 'dé']",2.0,109,1
210,2,16,una,2,uno,,DET,det,DET,True,True,False,False,['una'],1.0,47992,9
211,3,16,hora,3,hora,,NOUN,obl,NOUN,False,True,False,False,"['ho', 'ra']",2.0,1216,3
212,4,16,mirándolos,4,mirándolo,,NOUN,nsubj,NOUN,False,True,False,False,"['mi', 'rán', 'do', 'los']",4.0,3,1
213,6,16,y,6,y,,CCONJ,cc,CCONJ,False,True,False,False,['y'],1.0,140472,3
214,7,16,salí,7,salir,,VERB,conj,VERB,False,True,False,False,['salí'],1.0,98,1
215,8,16,incapaz,8,incapaz,,ADJ,obj,ADJ,False,True,False,False,"['in', 'ca', 'paz']",3.0,213,1
216,9,16,de,9,de,,ADP,case,ADP,True,True,False,False,['de'],1.0,264834,4
217,10,16,otra,10,otro,,DET,det,DET,True,True,False,False,['otra'],1.0,3876,4
218,11,16,cosa,11,cosa,,NOUN,nmod,NOUN,False,True,False,False,"['co', 'sa']",2.0,1902,4
219,0,17,el,0,el,,DET,det,DET,True,True,False,False,['el'],1.0,139638,3
220,1,17,guardián,1,guardián,,PROPN,nsubj,PROPN,False,True,False,False,"['guar', 'dián']",2.0,36,1
221,2,17,de,2,de,,ADP,case,ADP,True,True,False,False,['de'],1.0,264834,4
222,3,17,los,3,el,,DET,det,DET,True,True,False,False,['los'],1.0,83522,6
223,4,17,acuarios,4,acuario,,NOUN,nmod,NOUN,False,True,False,False,"['acua', 'rios']",2.0,,
224,5,17,sonreía,5,sonreir,,VERB,ROOT,VERB,False,True,False,False,"['son', 'reía']",2.0,119,1
225,6,17,perplejo,6,perplejo,,NOUN,obj,NOUN,False,True,False,False,"['per', 'ple', 'jo']",3.0,38,1
226,7,17,al,7,al,,ADP,mark,ADP,True,True,False,False,['al'],1.0,24980,3
227,8,17,recibir,8,recibir,,VERB,advcl,VERB,False,True,False,False,"['re', 'ci', 'bir']",3.0,288,1
228,9,17,el,9,el,,DET,det,DET,True,True,False,False,['el'],1.0,139638,3
229,10,17,billete,10,billete,,NOUN,obj,NOUN,False,True,False,False,"['bi', 'lle', 'te']",3.0,45,1
230,0,18,me,0,yo,,PRON,obj,PRON,True,True,False,False,['me'],1.0,18437,3
231,1,18,apoyaba,1,apoyar,,VERB,ROOT,VERB,False,True,False,False,"['apo', 'ya', 'ba']",3.0,30,2
232,2,18,en,2,en,,ADP,case,ADP,True,True,False,False,['en'],1.0,116349,3
233,3,18,la,3,el,,DET,det,DET,True,True,False,False,['la'],1.0,192562,6
234,4,18,barra,4,barra,,NOUN,obl,NOUN,False,True,False,False,"['ba', 'rra']",2.0,166,4
235,5,18,de,5,de,,ADP,case,ADP,True,True,False,False,['de'],1.0,264834,4
236,6,18,hierro,6,hierro,,NOUN,nmod,NOUN,False,True,False,False,"['hie', 'rro']",2.0,113,3
237,7,18,que,7,que,,PRON,nsubj,PRON,True,True,False,False,['que'],1.0,153240,5
238,8,18,bordea,8,bordear,,VERB,acl,VERB,False,True,False,False,"['bor', 'dea']",2.0,12,2
239,9,18,los,9,el,,DET,det,DET,True,True,False,False,['los'],1.0,83522,6
240,10,18,acuarios,10,acuario,,NOUN,obj,NOUN,False,True,False,False,"['acua', 'rios']",2.0,,
241,11,18,y,11,y,,CCONJ,cc,CCONJ,False,True,False,False,['y'],1.0,140472,3
242,12,18,me,12,yo,,PRON,obj,PRON,True,True,False,False,['me'],1.0,18437,3
243,13,18,ponía,13,poner,,VERB,conj,VERB,False,True,False,False,"['po', 'nía']",2.0,278,1
244,14,18,a,14,a,,ADP,case,ADP,False,True,False,False,['a'],1.0,91360,3
245,15,18,mirarlos,15,mirarlo,,NOUN,obj,NOUN,False,True,False,False,"['mi', 'rar', 'los']",3.0,14,1
246,0,19,pero,0,pero,,CCONJ,advmod,CCONJ,True,True,False,False,"['pe', 'ro']",2.0,19480,5
247,1,19,una,1,uno,,DET,det,DET,True,True,False,False,['una'],1.0,47992,9
248,2,19,lagartija,2,lagartija,,NOUN,nsubj,NOUN,False,True,False,False,"['la', 'gar', 'ti', 'ja']",4.0,3,2
249,3,19,tiene,3,tener,,VERB,ROOT,VERB,True,True,False,False,"['tie', 'ne']",2.0,4715,2
250,4,19,también,4,también,,ADV,advmod,ADV,True,True,False,False,"['tam', 'bién']",2.0,7087,3
251,5,19,manos,5,mano,,NOUN,obj,NOUN,False,True,False,False,"['ma', 'nos']",2.0,1591,3
252,6,19,así,6,así,,ADV,advmod,ADV,True,True,False,False,['así'],1.0,4273,3
253,8,19,y,8,y,,CCONJ,cc,CCONJ,False,True,False,False,['y'],1.0,140472,3
254,9,19,en,9,en,,ADP,case,ADP,True,True,False,False,['en'],1.0,116349,3
255,10,19,nada,10,nada,,NOUN,obl,NOUN,True,True,False,False,"['na', 'da']",2.0,3806,6
256,11,19,se,11,él,,PRON,obj,PRON,True,True,False,False,['se'],1.0,68473,3
257,12,19,nos,12,yo,,PRON,obj,PRON,True,True,False,False,['nos'],1.0,6511,3
258,13,19,parece,13,parecer,,VERB,conj,VERB,True,True,False,False,"['pa', 're', 'ce']",3.0,2427,5
259,0,20,me,0,yo,,PRON,obj,PRON,True,True,False,False,['me'],1.0,18437,3
260,1,20,sorprendía,1,sorprender,,VERB,ROOT,VERB,False,True,False,False,"['sor', 'pren', 'día']",3.0,19,1
261,2,20,musitando,2,musitar,,VERB,advcl,VERB,False,True,False,False,"['mu', 'si', 'tan', 'do']",4.0,3,1
262,3,20,palabras,3,palabra,,NOUN,obj,NOUN,False,True,False,False,"['pa', 'la', 'bras']",3.0,1433,3
263,4,20,de,4,de,,ADP,case,ADP,True,True,False,False,['de'],1.0,264834,4
