,oracion,nombre,numero_oracion,cant_palabra,cant_caracteres,propMayor2,propMayor3,palContenido,NpalContenido,Numeros,nombreRepetido
25,"El asesinato de Dardo Cabo, detenido en abril de 1975, fusilado el 6 de enero de 1977 con otros siete prisioneros en jurisdicción del Primer Cuerpo de Ejército que manda el general Suárez Masson, revela que estos episodios no son desbordes de algunos centuriones alucinados sino la política misma que ustedes planifican en sus estados mayores, discuten en sus reuniones de gabinete, imponen como comandantes en jefe de las 3 Armas y aprueban como miembros de la Junta de Gobierno.",carta_abierta,25,80,480,0.675,0.5625,"['asesinato', 'dardo', 'cabo', 'detenido', 'abril', 'fusilado', 'enero', 'siete', 'prisioneros', 'jurisdicción', 'primer', 'cuerpo', 'ejército', 'manda', 'general', 'suárez', 'masson', 'revela', 'episodios', 'son', 'desbordes', 'centuriones', 'alucinados', 'sino', 'política', 'misma', 'ustedes', 'planifican', 'estados', 'mayores', 'discuten', 'reuniones', 'gabinete', 'imponen', 'comandantes', 'jefe', 'armas', 'aprueban', 'miembros', 'junta', 'gobierno']",41,True,['suárez']
26,"Entre mil quinientas y tres mil personas han sido masacradas en secreto después que ustedes prohibieron informar sobre hallazgos de cadáveres que en algunos casos han trascendido, sin embargo, por afectar a otros países, por su magnitud genocida o por el espanto provocado entre sus propias fuerzas.",carta_abierta,26,47,299,0.8297872340425532,0.5957446808510638,"['mil', 'quinientas', 'tres', 'mil', 'personas', 'han', 'sido', 'masacradas', 'secreto', 'después', 'ustedes', 'prohibieron', 'informar', 'hallazgos', 'cadáveres', 'casos', 'han', 'trascendido', 'embargo', 'afectar', 'países', 'magnitud', 'genocida', 'espanto', 'provocado', 'propias', 'fuerzas']",27,False,[]
27,"Veinticinco cuerpos mutilados afloraron entre marzo y octubre de 1976 en las costas uruguayas, pequeña parte quizás del cargamento de torturados hasta la muerte en la Escuela de Mecánica de la Armada, fondeados en el Río de la Plata por buques de esa fuerza, incluyendo el chico de 15 años, Floreal Avellaneda, atado de pies y manos, ""con lastimaduras en la región anal y fracturas visibles"" según su autopsia.",carta_abierta,27,69,410,0.6376811594202898,0.5507246376811594,"['veinticinco', 'cuerpos', 'mutilados', 'afloraron', 'marzo', 'octubre', 'costas', 'uruguayas', 'pequeña', 'parte', 'quizás', 'cargamento', 'torturados', 'muerte', 'escuela', 'mecánica', 'armada', 'fondeados', 'río', 'plata', 'buques', 'fuerza', 'incluyendo', 'chico', 'años', 'floreal', 'avellaneda', 'atado', 'pies', 'manos', 'lastimaduras', 'región', 'anal', 'fracturas', 'visibles', 'según', 'autopsia']",37,True,[]
28,"Un verdadero cementerio lacustre descubrió en agosto de 1976 un vecino que buceaba en el Lago San Roque de Córdoba, acudió a la comisaría donde no le recibieron la denuncia y escribió a los diarios que no la publicaron.",carta_abierta,28,39,219,0.5641025641025641,0.46153846153846156,"['verdadero', 'cementerio', 'lacustre', 'descubrió', 'agosto', 'vecino', 'buceaba', 'lago', 'san', 'roque', 'córdoba', 'acudió', 'comisaría', 'recibieron', 'denuncia', 'escribió', 'diarios', 'publicaron']",18,True,['córdoba']
29,"Treinta y cuatro cadáveres en Buenos Aires entre el 3 y el 9 de abril de 1976, ocho en San Telmo el 4 de julio, diez en el Río Luján el 9 de octubre, sirven de marco a las masacres del 20 de agosto que apilaron 30 muertos a 15 kilómetros de Campo de Mayo y 17 en Lomas de Zamora.",carta_abierta,29,61,279,0.47540983606557374,0.39344262295081966,"['treinta', 'cuatro', 'cadáveres', 'buenos', 'aires', 'abril', 'ocho', 'san', 'telmo', 'julio', 'diez', 'río', 'luján', 'octubre', 'sirven', 'marco', 'masacres', 'agosto', 'apilaron', 'muertos', 'kilómetros', 'campo', 'mayo', 'lomas', 'zamora']",25,True,[]
30,"En esos enunciados se agota la ficción de bandas de derecha, presuntas herederas de las 3 A de López Rega, capaces de atravesar la mayor guarnición del país en camiones militares, de alfombrar de muertos el Río de la Plata o de arrojar prisioneros al mar desde los transportes de la Primera Brigada Aérea, sin que se enteren el general Videla, el almirante Massera o el brigadier Agosti.",carta_abierta,30,68,387,0.6029411764705882,0.5,"['enunciados', 'agota', 'ficción', 'bandas', 'derecha', 'presuntas', 'herederas', 'lópez', 'rega', 'capaces', 'atravesar', 'mayor', 'guarnición', 'país', 'camiones', 'militares', 'alfombrar', 'muertos', 'río', 'plata', 'arrojar', 'prisioneros', 'mar', 'transportes', 'primera', 'brigada', 'aérea', 'enteren', 'general', 'videla', 'almirante', 'massera', 'brigadier', 'agosti']",34,True,"['lópez', 'massera']"
31,"Las 3 A son hoy las 3 Armas, y la Junta que ustedes presiden no es el fiel de la balanza entre ""violencias de distintos signos"" ni el árbitro justo entre ""dos terrorismos"", sino la fuente misma del terror que ha perdido el rumbo y sólo puede balbucear el discurso de la muerte.",carta_abierta,31,53,277,0.6226415094339622,0.4716981132075472,"['son', 'hoy', 'armas', 'junta', 'ustedes', 'presiden', 'es', 'fiel', 'balanza', 'violencias', 'distintos', 'signos', 'árbitro', 'justo', 'dos', 'terrorismos', 'sino', 'fuente', 'misma', 'terror', 'ha', 'perdido', 'rumbo', 'sólo', 'puede', 'balbucear', 'discurso', 'muerte']",28,True,[]
32,"La misma continuidad histórica liga el asesinato del general Carlos Prats, durante el anterior gobierno, con el secuestro y muerte del general Juan José Torres, Zelmar Michelini, Héctor Gutiérrez Ruiz y decenas de asilados en quienes se ha querido asesinar la posibilidad de procesos democráticos en Chile, Bolivia y Uruguay.",carta_abierta,32,50,325,0.72,0.66,"['misma', 'continuidad', 'histórica', 'liga', 'asesinato', 'general', 'carlos', 'prats', 'anterior', 'gobierno', 'secuestro', 'muerte', 'general', 'juan', 'josé', 'torres', 'zelmar', 'michelini', 'héctor', 'gutiérrez', 'ruiz', 'decenas', 'asilados', 'ha', 'querido', 'asesinar', 'posibilidad', 'procesos', 'democráticos', 'chile', 'bolivia', 'uruguay']",32,False,[]
33,"La segura participación en esos crímenes del Departamento de Asuntos Extranjeros de la Policía Federal, conducido por oficiales becados de la CIA a través de la AID, como los comisarios Juan Gattei y Antonio Gettor, sometidos ellos mismos a la autoridad de Mr.",carta_abierta,33,43,260,0.6511627906976745,0.5348837209302325,"['segura', 'participación', 'crímenes', 'departamento', 'asuntos', 'extranjeros', 'policía', 'federal', 'conducido', 'oficiales', 'becados', 'cia', 'través', 'aid', 'comisarios', 'juan', 'gattei', 'antonio', 'gettor', 'sometidos', 'mismos', 'autoridad', 'mr']",23,False,[]
34,"Gardener Hathaway, Station Chief de la CIA en Argentina, es semillero de futuras revelaciones como las que hoy sacuden a la comunidad internacional que no han de agotarse siquiera cuando se esclarezcan el papel de esa agencia y de altos jefes del Ejército, encabezados por el general Menéndez, en la creación de la Logia Libertadores de América, que reemplazó a las 3 A hasta que su papel global fue asumido por esa Junta en nombre de las 3 Armas.",carta_abierta,34,79,447,0.6582278481012658,0.45569620253164556,"['gardener', 'hathaway', 'station', 'chief', 'cia', 'argentina', 'es', 'semillero', 'futuras', 'revelaciones', 'hoy', 'sacuden', 'comunidad', 'internacional', 'han', 'agotarse', 'siquiera', 'esclarezcan', 'papel', 'agencia', 'altos', 'jefes', 'ejército', 'encabezados', 'general', 'menéndez', 'creación', 'logia', 'libertadores', 'américa', 'reemplazó', 'papel', 'global', 'fue', 'asumido', 'junta', 'nombre', 'armas']",38,True,[]
35,"Este cuadro de exterminio no excluye siquiera el arreglo personal de cuentas como el asesinato del capitán Horacio Gándara, quien desde hace una década investigaba los negociados de altos jefes de la Marina, o del periodista de ""Prensa Libre"" Horacio Novillo, apuñalado y calcinado después que ese diario denunció las conexiones del ministro Martínez de Hoz con monopolios internacionales.",carta_abierta,35,59,389,0.7966101694915254,0.6271186440677966,"['cuadro', 'exterminio', 'excluye', 'siquiera', 'arreglo', 'personal', 'cuentas', 'asesinato', 'capitán', 'horacio', 'gándara', 'hace', 'década', 'investigaba', 'negociados', 'altos', 'jefes', 'marina', 'periodista', 'prensa', 'libre', 'horacio', 'novillo', 'apuñalado', 'calcinado', 'después', 'diario', 'denunció', 'conexiones', 'ministro', 'martínez', 'hoz', 'monopolios', 'internacionales']",34,False,[]
36,"A la luz de estos episodios cobra su significado final la definición de la guerra pronunciada por uno de sus jefes: ""La lucha que libramos no reconoce límites morales ni naturales, se realiza más allá del bien y del mal"".",carta_abierta,36,40,221,0.675,0.45,"['luz', 'episodios', 'cobra', 'significado', 'final', 'definición', 'guerra', 'pronunciada', 'jefes', 'lucha', 'libramos', 'reconoce', 'límites', 'morales', 'naturales', 'realiza', 'allá', 'bien', 'mal']",19,False,[]
37,"Estos hechos, que sacuden la conciencia del mundo civilizado, no son sin embargo los que mayores sufrimientos han traído al pueblo argentino ni las peores violaciones de los derechos humanos en que ustedes incurren.",carta_abierta,37,34,215,0.8235294117647058,0.5294117647058824,"['hechos', 'sacuden', 'conciencia', 'mundo', 'civilizado', 'son', 'embargo', 'mayores', 'sufrimientos', 'han', 'traído', 'pueblo', 'argentino', 'peores', 'violaciones', 'derechos', 'humanos', 'ustedes', 'incurren']",19,False,[]
38,En la política económica de ese gobierno debe buscarse no sólo la explicación de sus crímenes sino una atrocidad mayor que castiga a millones de seres humanos con la miseria planificada.,carta_abierta,38,31,186,0.7096774193548387,0.5483870967741935,"['política', 'económica', 'gobierno', 'debe', 'buscarse', 'sólo', 'explicación', 'crímenes', 'sino', 'atrocidad', 'mayor', 'castiga', 'millones', 'seres', 'humanos', 'miseria', 'planificada']",17,False,[]
39,"En un año han reducido ustedes el salario real de los trabajadores al 40%, disminuido su participación en el ingreso nacional al 30%, elevado de 6 a 18 horas la jornada de labor que necesita un obrero para pagar la canasta familiar, resucitando así formas de trabajo forzado que no persisten ni en los últimos reductos coloniales.",carta_abierta,39,57,330,0.5964912280701754,0.47368421052631576,"['año', 'han', 'reducido', 'ustedes', 'salario', 'real', 'trabajadores', 'disminuido', 'participación', 'ingreso', 'nacional', 'elevado', 'horas', 'jornada', 'labor', 'necesita', 'obrero', 'pagar', 'canasta', 'familiar', 'resucitando', 'así', 'formas', 'trabajo', 'forzado', 'persisten', 'últimos', 'reductos', 'coloniales']",29,True,[]
40,"Congelando salarios a culatazos mientras los precios suben en las puntas de las bayonetas, aboliendo toda forma de reclamación colectiva, prohibiendo asambleas y comisiones internas, alargando horarios, elevando la desocupación al récord del 9% prometiendo aumentarla con 300.000 nuevos despidos, han retrotraído las relaciones de producción a los comienzos de la era industrial, y cuando los trabajadores han querido protestar los han calificado de subversivos, secuestrando cuerpos enteros de delegados que en algunos casos aparecieron muertos, y en otros no aparecieron.",carta_abierta,40,81,573,0.7530864197530864,0.5802469135802469,"['congelando', 'salarios', 'culatazos', 'mientras', 'precios', 'suben', 'puntas', 'bayonetas', 'aboliendo', 'toda', 'forma', 'reclamación', 'colectiva', 'prohibiendo', 'asambleas', 'comisiones', 'internas', 'alargando', 'horarios', 'elevando', 'desocupación', 'récord', 'prometiendo', 'aumentarla', 'nuevos', 'despidos', 'han', 'retrotraído', 'relaciones', 'producción', 'comienzos', 'era', 'industrial', 'trabajadores', 'han', 'querido', 'protestar', 'han', 'calificado', 'subversivos', 'secuestrando', 'cuerpos', 'enteros', 'delegados', 'casos', 'aparecieron', 'muertos', 'aparecieron']",48,True,[]
41,Los resultados de esa política han sido fulminantes.,carta_abierta,41,8,52,0.875,0.5,"['resultados', 'política', 'han', 'sido', 'fulminantes']",5,False,[]
42,"En este primer año de gobierno el consumo de alimentos ha disminuido el 40%, el de ropa más del 50%, el de medicinas ha desaparecido prácticamente en las capas populares.",carta_abierta,42,30,170,0.5333333333333333,0.4,"['primer', 'año', 'gobierno', 'consumo', 'alimentos', 'ha', 'disminuido', 'ropa', 'medicinas', 'ha', 'desaparecido', 'prácticamente', 'capas', 'populares']",14,True,[]
43,"Ya hay zonas del Gran Buenos Aires donde la mortalidad infantil supera el 30%, cifra que nos iguala con Rhodesia, Dahomey o las Guayanas; enfermedades como la diarrea estival, las parasitosis y hasta la rabia en que las cifras trepan hacia marcas mundiales o las superan.",carta_abierta,43,46,271,0.782608695652174,0.5652173913043478,"['zonas', 'gran', 'buenos', 'aires', 'mortalidad', 'infantil', 'supera', 'cifra', 'iguala', 'rhodesia', 'dahomey', 'guayanas', 'enfermedades', 'diarrea', 'estival', 'parasitosis', 'rabia', 'cifras', 'trepan', 'hacia', 'marcas', 'mundiales', 'superan']",23,True,[]
44,"Como si esas fueran metas deseadas y buscadas, han reducido ustedes el presupuesto de la salud pública a menos de un tercio de los gastos militares, suprimiendo hasta los hospitales gratuitos mientras centenares de médicos, profesionales y técnicos se suman al éxodo provocado por el terror, los bajos sueldos o la ""racionalización"".",carta_abierta,44,52,333,0.6923076923076923,0.5961538461538461,"['si', 'fueran', 'metas', 'deseadas', 'buscadas', 'han', 'reducido', 'ustedes', 'presupuesto', 'salud', 'pública', 'menos', 'tercio', 'gastos', 'militares', 'suprimiendo', 'hospitales', 'gratuitos', 'mientras', 'centenares', 'médicos', 'profesionales', 'técnicos', 'suman', 'éxodo', 'provocado', 'terror', 'bajos', 'sueldos', 'racionalización']",30,False,[]
