"","tId","misWords","originales","pred","CLOZE_nPred"
"239",0,239,"mencion",0.0714285714285714,14
"240",0,240,"de",0.5,6
"241",0,241,"que",0.1,10
"242",0,242,"son",0.235294117647059,17
"243",0,243,"comestibles",0,14
"244",0,244,"y",0.266666666666667,15
"245",0,245,"que",0.235294117647059,17
"246",0,246,"su",0,16
"247",0,247,"aceite",0,14
"248",0,248,"se",0.266666666666667,15
"249",0,249,"usaba",0,11
"250",0,250,"se",0,19
"251",0,251,"diria",0,15
"252",0,252,"que",0.166666666666667,12
"253",0,253,"no",0.0909090909090909,11
"254",0,254,"se",0.142857142857143,14
"255",0,255,"usa",0.5,12
"256",0,256,"mas",0.0625,16
"257",0,257,"como",0,15
"258",0,258,"el",0,16
"259",0,259,"de",0.25,16
"260",0,260,"higado",0.0714285714285714,14
"261",0,261,"de",0.5,6
"262",0,262,"bacalao",0.1,10
"263",0,263,"no",0,14
"264",0,264,"quise",0.0666666666666667,15
"265",0,265,"consultar",0.0588235294117647,17
"266",0,266,"obras",0,16
"267",0,267,"especializadas",0.0714285714285714,14
"268",0,268,"pero",0.266666666666667,15
"269",0,269,"volvi",0,11
"270",0,270,"al",0.2,15
"271",0,271,"dia",0,12
"272",0,272,"siguiente",0.928571428571429,14
"273",0,273,"al",0.210526315789474,19
"274",0,274,"jardin",0,15
"275",0,275,"des",0.5,12
"276",0,276,"plantes",0.6875,16
"277",0,277,"empece",0,18
"278",0,278,"a",0.5,24
"279",0,279,"ir",0,20
"280",0,280,"todas",0,19
"281",0,281,"las",0.909090909090909,11
"282",0,282,"mananas",0,14
"283",0,283,"a",0.2,15
"284",0,284,"veces",0,18
"285",0,285,"de",0.0666666666666667,15
"286",0,286,"manana",0,24
"287",0,287,"y",0.333333333333333,18
"288",0,288,"de",0.166666666666667,12
"289",0,289,"tarde",0.9375,16
"290",0,290,"el",0,17
"291",0,291,"guardian",0,22
"292",0,292,"de",0.1,20
"293",0,293,"los",0.235294117647059,17
"294",0,294,"acuarios",0.266666666666667,15
"295",0,295,"sonreia",0,12
"296",0,296,"perplejo",0,15
"297",0,297,"al",0.1875,16
"298",0,298,"recibir",0,16
"299",0,299,"el",0.142857142857143,14
"300",0,300,"billete",0,6
"301",0,301,"me",0.142857142857143,14
"302",0,302,"apoyaba",0.0625,16
"303",0,303,"en",0.5,18
"304",0,304,"la",0.4,10
"305",0,305,"barra",0,14
"306",0,306,"de",0.6,15
"307",0,307,"hierro",0.176470588235294,17
"308",0,308,"que",0.0625,16
"309",0,309,"bordea",0,14
"310",0,310,"los",0,24
"311",0,311,"acuarios",0.55,20
"312",0,312,"y",0.368421052631579,19
"313",0,313,"me",0.2,15
"314",0,314,"ponia",0,11
"315",0,315,"a",0.736842105263158,19
"316",0,316,"mirarlos",0,15
"317",0,317,"no",0.0833333333333333,12
"318",0,318,"hay",0,11
"319",0,319,"nada",0.153846153846154,13
"320",0,320,"de",0.133333333333333,15
"321",0,321,"extrano",0,18
"322",0,322,"en",0.866666666666667,15
"323",0,323,"esto",0.0833333333333333,12
"324",0,324,"porque",0.125,16
"325",0,325,"desde",0,15
"326",0,326,"un",0,16
"327",0,327,"primer",0.0625,16
"328",0,328,"momento",0.833333333333333,24
"329",0,329,"comprendi",0.0555555555555556,18
"330",0,330,"que",0.823529411764706,17
"331",0,331,"estabamos",0.0714285714285714,14
"332",0,332,"vinculados",0,6
"333",0,333,"que",0.4,10
"334",0,334,"algo",0,10
"335",0,335,"infinitamente",0,13
"336",0,336,"perdido",0.0625,16
"337",0,337,"y",0.0625,16
"338",0,338,"distante",0,13
"339",0,339,"seguia",0.0714285714285714,14
"340",0,340,"sin",0,10
"341",0,341,"embargo",0,22
"342",0,342,"uniendonos",0.105263157894737,19
"343",0,343,"me",0.05,20
"344",0,344,"habia",0,17
"345",0,345,"bastado",0.0666666666666667,15
"346",0,346,"detenerme",0,13
"347",0,347,"aquella",0,10
"348",0,348,"primera",0,12
"349",0,349,"manana",0,14
"350",0,350,"ante",0.125,16
"351",0,351,"el",0.166666666666667,18
"352",0,352,"cristal",0,24
"353",0,353,"donde",0,20
"354",0,354,"unas",0,10
"355",0,355,"burbujas",0,13
"356",0,356,"corrian",0,9
"357",0,357,"en",0.0625,16
"358",0,358,"el",0.307692307692308,13
"359",0,359,"agua",0.526315789473684,19
"360",0,360,"los",0.0666666666666667,15
"361",0,361,"axolotl",0.444444444444444,18
"362",0,362,"se",0.133333333333333,15
"363",0,363,"amontonaban",0,11
"364",0,364,"en",0.642857142857143,14
"365",0,365,"el",0.357142857142857,14
"366",0,366,"mezquino",0.0416666666666667,24
"367",0,367,"y",0.0555555555555556,18
"368",0,368,"angosto",0,17
"369",0,369,"solo",0,22
"370",0,370,"yo",0,4
"371",0,371,"puedo",0.05,20
"372",0,372,"saber",0.117647058823529,17
"373",0,373,"cuan",0.133333333333333,15
"374",0,374,"angosto",0.333333333333333,12
"375",0,375,"y",0,14
"376",0,376,"mezquino",0.75,16
"377",0,377,"piso",0,18
"378",0,378,"de",0.458333333333333,24
"379",0,379,"piedra",0.1,20
"380",0,380,"y",0.105263157894737,19
"381",0,381,"musgo",0.0666666666666667,15
"382",0,382,"del",0.0555555555555556,18
"383",0,383,"acuario",0.733333333333333,15
"384",0,384,"habia",0,24
"385",0,385,"nueve",0,18
"386",0,386,"ejemplares",0.117647058823529,17
"387",0,387,"y",0,22
"388",0,388,"la",0.05,20
"389",0,389,"mayoria",0.0588235294117647,17
"390",0,390,"apoyaba",0.0666666666666667,15
"391",0,391,"la",0.166666666666667,12
"392",0,392,"cabeza",0.714285714285714,14
"393",0,393,"contra",0.111111111111111,9
"394",0,394,"el",0.625,16
"395",0,395,"cristal",0.277777777777778,18
"396",0,396,"mirando",0.125,24
"397",0,397,"con",0,20
"398",0,398,"sus",0.210526315789474,19
"399",0,399,"ojos",0.933333333333333,15
"400",0,400,"de",0,18
"401",0,401,"oro",0,15
"402",0,402,"a",0.125,24
"403",0,403,"los",0.1,10
"404",0,404,"que",0.0769230769230769,13
"405",0,405,"se",0.1875,16
"406",0,406,"acercaban",0.0625,16
"407",0,407,"turbado",0,13
"408",0,408,"casi",0.0714285714285714,14
"409",0,409,"avergonzado",0,10
"410",0,410,"senti",0,19
"411",0,411,"como",0.230769230769231,13
"412",0,412,"una",0,10
"413",0,413,"impudicia",0,10
"414",0,414,"asomarme",0,13
"415",0,415,"a",0.444444444444444,9
"416",0,416,"esas",0.0625,16
"417",0,417,"figuras",0,13
"418",0,418,"silenciosas",0,11
"419",0,419,"e",0,18
"420",0,420,"inmoviles",0.117647058823529,17
"421",0,421,"aglomeradas",0,22
"422",0,422,"en",0.571428571428571,14
"423",0,423,"el",0.4,20
"424",0,424,"fondo",0.117647058823529,17
"425",0,425,"del",0.666666666666667,15
"426",0,426,"acuario",0.416666666666667,12
"427",0,427,"aisle",0.0714285714285714,14
"428",0,428,"mentalmente",0,4
"429",0,429,"una",0.111111111111111,9
"430",0,430,"situada",0,10
"431",0,431,"a",0.0769230769230769,13
"432",0,432,"la",0.5,16
"433",0,433,"derecha",0.625,16
"434",0,434,"y",0.307692307692308,13
"435",0,435,"algo",0.0714285714285714,14
"436",0,436,"separada",0,10
"437",0,437,"de",0.473684210526316,19
"438",0,438,"las",0.0769230769230769,13
"439",0,439,"otras",0.1,10
"440",0,440,"para",0,10
"441",0,441,"estudiarla",0,13
"442",0,442,"mejor",0.555555555555556,9
"443",0,443,"vi",0,14
"444",0,444,"un",0.0625,16
"445",0,445,"cuerpecito",0,13
"446",0,446,"rosado",0,11
"447",0,447,"y",0.285714285714286,14
"448",0,448,"como",0,14
"449",0,449,"translucido",0,4
"450",0,450,"pense",0.111111111111111,9
"451",0,451,"en",0.4,10
"452",0,452,"las",0.0769230769230769,13
"453",0,453,"estatuillas",0.0625,16
"454",0,454,"chinas",0.0625,16
"455",0,455,"de",0.5625,16
"456",0,456,"cristal",0,20
"457",0,457,"lechoso",0,18
"458",0,458,"semejante",0,13
"459",0,459,"a",0.5,14
"460",0,460,"un",0.1,10
"461",0,461,"pequeno",0,19
"462",0,462,"lagarto",0.0769230769230769,13
"463",0,463,"de",0.3,10
"464",0,464,"quince",0,10
"465",0,465,"centimetros",0.384615384615385,13
"466",0,466,"terminado",0,9
"467",0,467,"en",0.5,16
"468",0,468,"una",0.25,24
"469",0,469,"cola",0.684210526315789,19
"470",0,470,"de",0,15
"471",0,471,"pez",0,13
"472",0,472,"de",0,11
"473",0,473,"una",0,14
"474",0,474,"delicadeza",0.0714285714285714,14
"475",0,475,"extraordinaria",0,4
"476",0,476,"la",0,9
"477",0,477,"parte",0,10
"478",0,478,"mas",0,13
"479",0,479,"sensible",0,16
"480",0,480,"de",0.3125,16
"481",0,481,"nuestro",0,13
"482",0,482,"cuerpo",0.722222222222222,18
"483",0,483,"por",0.0714285714285714,14
"484",0,484,"el",0,10
"485",0,485,"lomo",0.157894736842105,19
"486",0,486,"le",0,13
"487",0,487,"corria",0.1,10
"488",0,488,"una",0.8,10
"489",0,489,"aleta",0.2,15
"490",0,490,"transparente",0.0416666666666667,24
"491",0,491,"que",0.5,18
"492",0,492,"se",0.307692307692308,13
"493",0,493,"fusionaba",0,9
"494",0,494,"con",0.9375,16
"495",0,495,"la",0.470588235294118,17
"496",0,496,"cola",0.545454545454545,22
"497",0,497,"pero",0.05,20
"498",0,498,"lo",0,13
"499",0,499,"que",0.181818181818182,11
"500",0,500,"me",0.142857142857143,14
"501",0,501,"obsesiono",0,14
"502",0,502,"fueron",0,4
"503",0,503,"las",0.333333333333333,9
"504",0,504,"patas",0.117647058823529,17
"505",0,505,"de",0,10
"506",0,506,"una",0.0769230769230769,13
"507",0,507,"finura",0,16
"508",0,508,"sutilisima",0,16
"509",0,509,"acabadas",0,13
"510",0,510,"en",0.642857142857143,14
"511",0,511,"menudos",0,10
"512",0,512,"dedos",0.733333333333333,15
"513",0,513,"en",0.0526315789473684,19
"514",0,514,"unas",0,13
"515",0,515,"minuciosamente",0,10
"516",0,516,"humanas",0,10
"517",0,517,"y",0,13
"518",0,518,"entonces",0.222222222222222,9
"519",0,519,"descubri",0.0625,16
"520",0,520,"sus",0.0833333333333333,12
"521",0,521,"ojos",0.357142857142857,14
"522",0,522,"su",0.142857142857143,14
"523",0,523,"cara",0,17
"524",0,524,"dos",0,23
"525",0,525,"orificios",0,13
"526",0,526,"como",0,11
"527",0,527,"cabezas",0,14
"528",0,528,"de",0.571428571428571,14
"529",0,529,"alfiler",0.25,4
"530",0,530,"enteramente",0.111111111111111,9
"531",0,531,"de",0,10
"532",0,532,"un",0.0555555555555556,18
"533",0,533,"oro",0,16
"534",0,534,"transparente",0,12
"535",0,535,"carentes",0.0588235294117647,17
"536",0,536,"de",0.923076923076923,13
"537",0,537,"toda",0.0769230769230769,13
"538",0,538,"vida",0.181818181818182,22
"539",0,539,"pero",0.0555555555555556,18
"540",0,540,"mirando",0,17
"541",0,541,"dejandose",0,20
"542",0,542,"penetrar",0.0555555555555556,18
"543",0,543,"por",0.384615384615385,13
"544",0,544,"mi",0.1875,16
"545",0,545,"mirada",0.866666666666667,15
"546",0,546,"que",0.0833333333333333,12
"547",0,547,"parecia",0.0714285714285714,14
"548",0,548,"pasar",0.0714285714285714,14
"549",0,549,"a",0.4375,16
"550",0,550,"traves",0.153846153846154,13
"551",0,551,"del",0.142857142857143,14
"552",0,552,"punto",0,10
"553",0,553,"aureo",0,19
"554",0,554,"y",0.0769230769230769,13
"555",0,555,"perderse",0,10
"556",0,556,"en",0.9,10
"557",0,557,"un",0.0769230769230769,13
"558",0,558,"diafano",0,17
"559",0,559,"misterio",0.0434782608695652,23
"560",0,560,"interior",0,18
"561",0,561,"un",0,9
"562",0,562,"delgadisimo",0,16
"563",0,563,"halo",0,13
"564",0,564,"negro",0,11
"565",0,565,"rodeaba",0.357142857142857,14
"566",0,566,"el",0.142857142857143,14
"567",0,567,"ojo",0,4
"568",0,568,"y",0.222222222222222,9
"569",0,569,"los",0,10
"570",0,570,"inscribia",0,13
"571",0,571,"en",0.8125,16
"572",0,572,"la",0.3125,16
"573",0,573,"carne",0,16
"574",0,574,"rosa",0,12
"575",0,575,"en",0.117647058823529,17
"576",0,576,"la",0.384615384615385,13
"577",0,577,"piedra",0,22
"578",0,578,"rosa",0,18
"579",0,579,"de",0.411764705882353,17
"580",0,580,"la",0.230769230769231,13
"581",0,581,"cabeza",0.1,20
"582",0,582,"vagamente",0,18
"583",0,583,"triangular",0.0769230769230769,13
"584",0,584,"pero",0.133333333333333,15
"585",0,585,"con",0.0833333333333333,12
"586",0,586,"lados",0,14
"587",0,587,"curvos",0.142857142857143,14
"588",0,588,"e",0.0714285714285714,14
"589",0,589,"irregulares",0.1,10
"590",0,590,"que",0.210526315789474,19
"591",0,591,"le",0.0769230769230769,13
"592",0,592,"daban",0,10
"593",0,593,"una",0.5,10
"594",0,594,"total",0,17
"595",0,595,"semejanza",0,23
"596",0,596,"con",0.277777777777778,18
"597",0,597,"una",0.153846153846154,13
"598",0,598,"estatuilla",0,9
"599",0,599,"corroida",0,16
"600",0,600,"por",0.538461538461538,13
"601",0,601,"el",0.636363636363636,11
"602",0,602,"tiempo",0.375,16
"603",0,603,"la",0.0833333333333333,12
"604",0,604,"boca",0.294117647058824,17
"605",0,605,"estaba",0,13
"606",0,606,"disimulada",0,14
"607",0,607,"por",0.357142857142857,14
"608",0,608,"el",0.25,4
"609",0,609,"plano",0,22
"610",0,610,"triangular",0,18
"611",0,611,"de",0.588235294117647,17
"612",0,612,"la",0.45,20
"613",0,613,"cara",0.166666666666667,18
"614",0,614,"solo",0.0769230769230769,13
"615",0,615,"de",0.111111111111111,9
"616",0,616,"perfil",0.1,10
"617",0,617,"se",0.461538461538462,13
"618",0,618,"adivinaba",0.0625,16
"619",0,619,"su",0.4375,16
"620",0,620,"tamano",0,13
"621",0,621,"considerable",0.0714285714285714,14
"622",0,622,"de",0,10
"623",0,623,"frente",0.210526315789474,19
"624",0,624,"una",0,13
"625",0,625,"fina",0.1,10
"626",0,626,"hendedura",0,10
"627",0,627,"rasgaba",0,13
"628",0,628,"apenas",0,9
"629",0,629,"la",0.3125,16
"630",0,630,"piedra",0.0666666666666667,15
"631",0,631,"sin",0,13
"632",0,632,"vida",0,12
"633",0,633,"a",0,11
"634",0,634,"ambos",0,14
"635",0,635,"lados",0.857142857142857,14
"636",0,636,"de",0.588235294117647,17
"637",0,637,"la",0.347826086956522,23
"638",0,638,"cabeza",0.5,18
"639",0,639,"donde",0.0625,16
"640",0,640,"hubieran",0,14
"641",0,641,"debido",0.0714285714285714,14
"642",0,642,"estar",0.5,4
"643",0,643,"las",0.333333333333333,9
"644",0,644,"orejas",0.7,10
"645",0,645,"le",0,13
"646",0,646,"crecian",0.0625,16
"647",0,647,"tres",0,16
"648",0,648,"ramitas",0,12
"649",0,649,"rojas",0,13
"650",0,650,"como",0.214285714285714,14
"651",0,651,"de",0.1,10
"652",0,652,"coral",0.105263157894737,19
"653",0,653,"una",0,13
"654",0,654,"excrescencia",0,10
"655",0,655,"vegetal",0,10
"656",0,656,"las",0,13
"657",0,657,"branquias",0.153846153846154,13
"658",0,658,"supongo",0,9
"659",0,659,"y",0.0588235294117647,17
"660",0,660,"era",0,22
"661",0,661,"lo",0.0555555555555556,18
"662",0,662,"unico",0,17
"663",0,663,"vivo",0,20
"664",0,664,"en",0.388888888888889,18
"665",0,665,"el",0.3125,16
"666",0,666,"cada",0,13
"667",0,667,"diez",0,11
"668",0,668,"o",0,14
"669",0,669,"quince",0.142857142857143,14
"670",0,670,"segundos",0.5,4
"671",0,671,"las",0.0769230769230769,13
"672",0,672,"ramitas",0.2,15
"673",0,673,"se",0.833333333333333,12
"674",0,674,"enderezaban",0,14
"675",0,675,"rigidamente",0.111111111111111,9
"676",0,676,"y",0.5,10
"677",0,677,"volvian",0,13
"678",0,678,"a",0.866666666666667,15
"679",0,679,"bajarse",0,15
"680",0,680,"a",0.0714285714285714,14
"681",0,681,"veces",0.176470588235294,17
"682",0,682,"una",0,23
"683",0,683,"pata",0.0555555555555556,18
"684",0,684,"se",0.5625,16
"685",0,685,"movia",0.0769230769230769,13
"686",0,686,"apenas",0.0714285714285714,14
"687",0,687,"yo",0,12
"688",0,688,"veia",0.0588235294117647,17
"689",0,689,"los",0,13
"690",0,690,"diminutos",0,22
"691",0,691,"dedos",0.5,18
"692",0,692,"posandose",0,17
"693",0,693,"con",0,10
"694",0,694,"suavidad",0.105263157894737,19
"695",0,695,"en",0.307692307692308,13
"696",0,696,"el",0.3,10
"697",0,697,"musgo",0.05,20
"698",0,698,"es",0.0555555555555556,18
"699",0,699,"que",0.111111111111111,9
"700",0,700,"no",0.0833333333333333,12
"701",0,701,"nos",0,9
"702",0,702,"gusta",0.1875,16
"703",0,703,"movernos",0,12
"704",0,704,"mucho",0.454545454545455,11
"705",0,705,"y",0,12
"706",0,706,"el",0.0769230769230769,13
"707",0,707,"acuario",0.133333333333333,15
"708",0,708,"es",0.416666666666667,12
"709",0,709,"tan",0,14
"710",0,710,"mezquino",0,17
"711",0,711,"apenas",0.0714285714285714,14
"712",0,712,"avanzamos",0.0833333333333333,12
"713",0,713,"un",0.5,4
"714",0,714,"poco",0.777777777777778,9
"715",0,715,"nos",0.1,10
"716",0,716,"damos",0.0769230769230769,13
"717",0,717,"con",0,15
"718",0,718,"la",0.217391304347826,23
"719",0,719,"cola",0,18
"720",0,720,"o",0,16
"721",0,721,"la",0.2,15
"722",0,722,"cabeza",0.916666666666667,12
"723",0,723,"de",0.153846153846154,13
"724",0,724,"otro",0.357142857142857,14
"725",0,725,"de",0.1,10
"726",0,726,"nosotros",0.421052631578947,19
"727",0,727,"surgen",0,13
"728",0,728,"dificultades",0,10
"729",0,729,"peleas",0,9
"730",0,730,"fatiga",0,12
"731",0,731,"el",0.176470588235294,17
"732",0,732,"tiempo",0,13
"733",0,733,"se",0,22
"734",0,734,"siente",0,9
"735",0,735,"menos",0.0625,16
"736",0,736,"si",0.0833333333333333,12
"737",0,737,"nos",0.454545454545455,11
"738",0,738,"estamos",0,12
"739",0,739,"quietos",0.416666666666667,12
"740",0,740,"fue",0,18
"741",0,741,"su",0,4
"742",0,742,"quietud",0,9
"743",0,743,"la",0.5,10
"744",0,744,"que",1,13
"745",0,745,"me",0.933333333333333,15
"746",0,746,"hizo",0.117647058823529,17
"747",0,747,"inclinarme",0,20
"748",0,748,"fascinado",0,18
"749",0,749,"la",0.133333333333333,15
"750",0,750,"primera",0.153846153846154,13
"751",0,751,"vez",0.866666666666667,15
"752",0,752,"que",0.666666666666667,12
"753",0,753,"vi",0.214285714285714,14
"754",0,754,"a",0.0714285714285714,14
"755",0,755,"los",0.0769230769230769,13
"756",0,756,"axolotl",0.588235294117647,17
"757",0,757,"oscuramente",0.0714285714285714,14
"758",0,758,"me",0,10
"759",0,759,"parecio",0.0434782608695652,23
"760",0,760,"comprender",0,18
"761",0,761,"su",0.25,16
